"register","index","code","desc","spec_type","length","spec_required","type","required","conditional_required","decimal","spec_in","spec_out","conditional_out_required","conditional_in_required"
"K280","7","COD_PART","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo","C","060","OC","char","","True","","","","",""
"E531","2","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","OC","char","","True","","","","",""
"E531","3","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","O","char","True","","","","","",""
"E531","4","SER","Série do documento fiscal","C","004","OC","char","","True","","","","",""
"E531","5","SUB","Subsérie do documento fiscal","N","003","OC","int","","True","","","","",""
"E531","6","NUM_DOC","Número do documento fiscal","N","009","O","int","True","","","","","",""
"E531","7","DT_DOC","Data da emissão do documento fiscal","N","008*","O","date","True","","","","","",""
"E531","8","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","OC","char","","True","","","","",""
"B001","2","IND_DAD","Indicador de movimento: 0 - Bloco com dados informados 1 - Bloco sem dados informados","C","001*","O","char","True","","","","","",""
"B020","2","IND_OPER","Indicador do tipo de operação: 0 - Aquisição; 1 - Prestação","C","001*","","char","","","","O","O","",""
"B020","3","IND_EMIT","Indicador do emitente do documento fiscal: 0 - Emissão própria;","C","001*","","char","","","","O","O","",""
"B020","4","COD_PART","Código do participante (campo 02 do Registro 0150): - do prestador, no caso de declarante na condição de tomador; - do tomador, no caso de declarante na condição de prestador","C","060","","char","","","","O","OC","True",""
"B020","5","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.3","C","002*","","char","","","","O","O","",""
"B020","6","COD_SIT","Código da situação do documento conforme tabela 4.1.2","N","002*","","int","","","","O","O","",""
"B020","7","SER","Série do documento fiscal","C","003","","char","","","","OC","OC","True","True"
"B020","8","NUM_DOC","Número do documento fiscal","N","009","","int","","","","O","O","",""
"B020","9","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","","int","","","","OC","OC","True","True"
"B020","10","DT_DOC","Data da emissão do documento fiscal","N","008*","","date","","","","","O","",""
"B020","11","COD_MUN_SERV","Código do município onde o serviço foi prestado, conforme a tabela IBGE.","C","007*","","char","","","","O","O","",""
"B020","12","VL_CONT","Valor contábil (valor total do documento)","N","","","float","","","02","O","O","",""
"B020","13","VL_MAT_TERC","Valor do material fornecido por terceiros na prestação do serviço","N","","","float","","","02","O","O","",""
"B020","14","VL_SUB","Valor da subempreitada","N","","","float","","","02","O","O","",""
"B020","15","VL_ISNT_ISS","Valor das operações isentas ou não- tributadas pelo ISS","N","","","float","","","02","O","O","",""
"B020","16","VL_DED_BC","Valor da dedução da base de cálculo","N","","","float","","","02","O","O","",""
"B020","17","VL_BC_ISS","Valor da base de cálculo do ISS","N","","","float","","","02","O","O","",""
"B020","18","VL_BC_ISS_RT","Valor da base de cálculo de retenção do ISS","N","","","float","","","02","O","O","",""
"B020","19","VL_ISS_RT","Valor do ISS retido pelo tomador","N","","","float","","","02","O","O","",""
"B020","20","VL_ISS","Valor do ISS destacado","N","","","float","","","02","O","O","",""
"B020","21","COD_INF_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","060","","char","","","","OC","OC","True","True"
"B025","2","VL_CONT_P","Parcela correspondente ao “Valor Contábil” referente à combinação da alíquota e item da lista","N","","","float","","","02","O","O","",""
"B025","3","VL_BC_ISS_P","Parcela correspondente ao “Valor da base de cálculo do ISS” referente à combinação da alíquota e item da lista","N","","","float","","","02","O","O","",""
"B025","4","ALIQ_ISS","Alíquota do ISS","N","","","float","","","02","O","O","",""
"B025","5","VL_ISS_P","Parcela correspondente ao “Valor do ISS” referente à combinação da alíquota e item da lista","N","","","float","","","02","O","O","",""
"B025","6","VL_ISNT_ISS_P","Parcela correspondente ao “Valor das operações isentas ou não- tributadas pelo ISS” referente à combinação da alíquota e item da lista","N","","","float","","","02","O","O","",""
"B025","7","COD_SERV","Item da lista de serviços, conforme Tabela 4.6.3","C","004*","","char","","","","O","O","",""
"B030","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.3","C","002*","","char","","","","informar","O","",""
"B030","3","SER","Série do documento fiscal","C","003","","char","","","","","OC","True",""
"B030","4","NUM_DOC_INI","Número do primeiro documento fiscal emitido no dia","N","009","","int","","","","","O","",""
"B030","5","NUM_DOC_FIN","Número do último documento fiscal emitido no dia","N","009","","int","","","","","O","",""
"B030","6","DT_DOC","Data da emissão dos documentos fiscais","N","008*","","date","","","","","O","",""
"B030","7","QTD_CANC","Quantidade de documentos cancelados","N","","","int","","","","","O","",""
"B030","8","VL_CONT","Valor contábil (valor total acumulado dos documentos)","N","","","float","","","02","","O","",""
"B030","9","VL_ISNT_ISS","Valor acumulado das operações isentas ou não-tributadas pelo ISS","N","","","float","","","02","","O","",""
"B030","10","VL_BC_ISS","Valor acumulado da base de cálculo do ISS","N","","","float","","","02","","O","",""
"B030","11","VL_ISS","Valor acumulado do ISS destacado","N","","","float","","","02","","O","",""
"B030","12","COD_INF_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","060","","char","","","","","OC","True",""
"B350","2","COD_CTD","Código da conta do plano de contas","C","","","char","","","","","O","",""
"B350","3","CTA_ISS","Descrição da conta no plano de contas","C","","","char","","","","","O","",""
"B350","4","CTA_COSIF","Código COSIF a que está subordinada a conta do ISS das instituições financeiras","N","008*","","int","","","","","O","",""
"B350","5","QTD_OCOR","Quantidade de ocorrências na conta","N","","","int","","","","","O","",""
"B350","6","COD_SERV","Item da lista de serviços, conforme Tabela 4.6.3.","N","004*","","int","","","","","O","",""
"B350","7","VL_CONT","Valor contábil","N","","","float","","","02","","O","",""
"B350","8","VL_BC_ISS","Valor da base de cálculo do ISS","N","","","float","","","02","","O","",""
"B350","9","ALIQ_ISS","Alíquota do ISS","N","","","float","","","02","","O","",""
"B350","10","VL_ISS","Valor do ISS","N","","","float","","","02","","O","",""
"B350","11","COD_INF_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","060","","char","","","","","OC","True",""
"B420","2","VL_CONT","Totalização do Valor Contábil das prestações do declarante referente à combinação da alíquota e item da lista","N","","","float","","","02","","O","",""
"B420","3","VL_BC_ISS","Totalização do Valor da base de cálculo do ISS das prestações do declarante referente à combinação da alíquota e item da lista","N","","","float","","","02","","O","",""
"B420","4","ALIQ_ISS","Alíquota do ISS","N","","","float","","","02","","O","",""
"B420","5","VL_ISNT_ISS","Totalização do valor das operações isentas ou não- tributadas pelo ISS referente à combinação da alíquota e item da lista","N","","","float","","","02","","O","",""
"B420","6","VL_ISS","Totalização, por combinação da alíquota e item da lista, do Valor do ISS","N","","","float","","","02","","O","",""
"B420","7","COD_SERV","Item da lista de serviços, conforme Tabela 4.6.3.","C","","","char","","","","","O","",""
"B440","2","IND_OPER","Indicador do tipo de operação: 0 - Aquisição; 1 - Prestação","N","","","float","","","02","O","O","",""
"B440","3","COD_PART","Código do participante (campo 02 do Registro 0150): - do prestador, no caso de aquisição de serviço pelo declarante; - do tomador, no caso de prestação de serviço pelo declarante","C","","","char","","","","O","O","",""
"B440","4","VL_CONT_RT","Totalização do Valor Contábil das prestações e/ou aquisições do declarante pela combinação de tipo de operação e participante.","N","","","float","","","02","O","O","",""
"B440","5","VL_BC_ISS_RT","Totalização do Valor da base de cálculo de retenção do ISS das prestações e/ou aquisições do declarante pela combinação de tipo de operação e participante.","N","","","float","","","02","O","O","",""
"B440","6","VL_ISS_RT","Totalização do Valor do ISS retido pelo tomador das prestações e/ou aquisições do declarante pela combinação de tipo de operação e participante.","N","","","float","","","02","O","O","",""
"B460","2","IND_DED","Indicador do tipo de dedução: 0 - Compensação do ISS calculado a maior; 1 - Benefício fiscal por incentivo à cultura; 2 - Decisão administrativa ou judicial; 9 - Outros","C","001*","","char","","","","O","O","",""
"B460","3","VL_DED","Valor da dedução","N","","","float","","","02","O","O","",""
"B460","4","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","","","char","","","","OC","OC","True","True"
"B460","5","IND_PROC","Indicador da origem do processo: 0 - Sefin; 1 - Justiça Federal; 2 - Justiça Estadual; 9 - Outros","C","001*","","char","","","","OC","OC","True","True"
"B460","6","PROC","Descrição do processo que embasou o lançamento","C","","","char","","","","OC","OC","True","True"
"B460","7","COD_INF_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","060","","char","","","","O","O","",""
"B460","8","IND_OBR","Indicador da obrigação onde será aplicada a dedução: 0 - ISS Próprio; 1 - ISS Substituto (devido pelas aquisições de serviços do declarante). 2 - ISS Uniprofissionais.","C","001*","","char","","","","O","O","",""
"B470","2","VL_CONT","A - Valor total referente às prestações de serviço do período","N","","O","float","True","","02","","","",""
"B470","3","VL_MAT_TERC","B - Valor total do material fornecido por terceiros na prestação do serviço","N","","O","float","True","","02","","","",""
"B470","4","VL_MAT_PROP","C - Valor do material próprio utilizado na prestação do serviço","N","","O","float","True","","02","","","",""
"B470","5","VL_SUB","D - Valor total das subempreitadas","N","","O","float","True","","02","","","",""
"B470","6","VL_ISNT","E - Valor total das operações isentas ou não-tributadas pelo ISS","N","","O","float","True","","02","","","",""
"B470","7","VL_DED_BC","F - Valor total das deduções da base de cálculo (B + C + D + E)","N","","O","float","True","","02","","","",""
"B470","8","VL_BC_ISS","G - Valor total da base de cálculo do ISS","N","","O","float","True","","02","","","",""
"B470","9","VL_BC_ISS_RT","H - Valor total da base de cálculo de retenção do ISS referente às prestações do declarante.","N","","O","float","True","","02","","","",""
"B470","10","VL_ISS","I - Valor total do ISS destacado","N","","O","float","True","","02","","","",""
"B470","11","VL_ISS_RT","J - Valor total do ISS retido pelo tomador nas prestações do declarante","N","","O","float","True","","02","","","",""
"B470","12","VL_DED","K - Valor total das deduções do ISS próprio","N","","O","float","True","","02","","","",""
"B470","13","VL_ISS_REC","L - Valor total apurado do ISS próprio a recolher (I - J - K)","N","","O","float","True","","02","","","",""
"B470","14","VL_ISS_ST","M - Valor total do ISS substituto a recolher pelas aquisições do declarante (tomador)","N","","O","float","True","","02","","","",""
"B470","15","VL_ISS_REC_UNI","N - Valor do ISS próprio a recolher pela Sociedade Uniprofissional","N","","O","float","True","","02","","","",""
"B500","2","VL_REC","Valor mensal das receitas auferidas pela sociedade uniprofissional","N","","O","float","True","","02","","","",""
"B500","3","QTD_PROF","Quantidade de profissionais habilitados","N","","O","int","True","","","","","",""
"B500","4","VL_OR","Valor do ISS devido","N","","O","float","True","","02","","","",""
"B510","2","IND_PROF","Indicador de habilitação: 0- Profissional habilitado 1- Profissional não habilitado","C","001*","O","char","True","","","","","",""
"B510","3","IND_ESC","Indicador de escolaridade: 0- Nível superior 1- Nível médio","C","001*","O","char","True","","","","","",""
