"register","index","code","desc","spec_type","length","spec_required","type","required","decimal"
"P100","4","VL_REC_TOT_EST","Valor da Receita Bruta Total do Estabelecimento no Período","N","","S","float","True","02"
"P100","5","COD_ATIV_ECON","Código indicador correspondente à atividade sujeita a incidência da Contribuição Previdenciária sobre a Receita Bruta, conforme Tabela 5.1.1.","C","008*","S","char","True",""
"P100","6","VL_REC_ATIV_ESTAB","Valor da Receita Bruta do Estabelecimento, correspondente às atividades/produtos referidos no Campo 05 (COD_ATIV_ECON)","N","","S","float","True","02"
"P100","7","VL_EXC","Valor das Exclusões da Receita Bruta informada no Campo 06","N","","N","float","False","02"
"P100","8","VL_BC_CONT","Valor da Base de Cálculo da Contribuição Previdenciária sobre a Receita Bruta (Campo 08 = Campo 06 – Campo 07)","N","","S","float","True","02"
"P100","9","ALIQ_CONT","Alíquota da Contribuição Previdenciária sobre a Receita B ruta","N","008","S","float","True","04"
"P100","10","VL_CONT_APU","Valor da Contribuição Previdenciária Apurada sobre a Receita Bruta","N","","S","float","True","02"
"P100","11","COD_CTA","Código da conta analítica contábil referente à Contribuição Previdenciária sobre a Receita Bruta","C","255","N","char","False",""
"P100","12","INFO_COMPL","Informação complementar do registro","C","","N","char","False",""
"P110","2","NUM_CAMPO","Informar o número do campo do registro “P100”, objeto de detalhamento neste registro.","C","002*","S","char","True",""
"P110","3","COD_DET","Código do tipo de detalhamento, conforme Tabela 5.1.2","C","008*","N","char","False",""
"P199","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"P199","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"P200","2","PER_REF","Período de referencia da escrituração (MMAAAA)","N","006*","S","int","True",""
"P200","3","VL_TOT_CONT_APU","Valor total apurado da Contribuição Previdenciária sobre a Receita Bruta (Somatório do Campo 10 “VL_CONT_APU“, do(s) Registro(s) P100)","N","","S","float","True","02"
"P200","4","VL_TOT_AJ_REDUC","Valor total de “Ajustes de redução” (Registro P210, Campo 03, quando Campo 02 = “0”)","N","","N","float","False","02"
"P200","5","VL_TOT_AJ_ACRES","Valor total de “Ajustes de acréscimo” (Registro P210, Campo 03, quando Campo 02 = “1”)","N","","N","float","False","02"
"P200","6","VL_TOT_CONT_DEV","Valor total da Contribuição Previdenciária sobre a Receita Bruta a recolher (Campo 03 – Campo 04 + Campo 05)","N","","S","float","True","02"
"P200","7","COD_REC","Código de Receita referente à Contribuição Previdenciária, conforme informado em DCTF","C","006*","S","char","True",""
"P210","2","IND_AJ","Indicador do tipo de ajuste: 0- Ajuste de redução; 1- Ajuste de acréscimo.","C","001*","S","char","True",""
"P210","3","VL_AJ","Valor do ajuste","N","","S","float","True","02"
"P210","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8., versão 1.01","C","002*","S","char","True",""
"P990","2","QTD_LIN_P","Quantidade total de linhas do Bloco P","N","","S","int","True",""
"1001","2","IND_MOV","Indicador de movimento: 0 - Bloco com dados informados; 1 - Bloco sem dados informados","N","001*","S","int","True",""
"1010","2","NUM_PROC","Identificação do Número do Processo Judicial","C","020","S","char","True",""
"1010","3","ID_SEC_JUD","Identificação da Seção Judiciária","C","","S","char","True",""
"1010","4","ID_VARA","Identificação da Vara","C","002","S","char","True",""
"1010","5","IND_NAT_ACAO","Indicador da Natureza da Ação Judicial, impetrada na Justiça Federal: 01 – Decisão judicial transitada em julgado, a favor da pessoa jurídica. 02 – Decisão judicial não transitada em julgado, a favor da pessoa jurídica. 03 – Decisão judicial oriunda de liminar em mandado de segurança. 04 – Decisão judicial oriunda de liminar em medida cautelar. 05 – Decisão judicial oriunda de antecipação de tutela. 06 - Decisão judicial vinculada a depósito administrativo ou judicial em montante integral.","C","002*","S","char","True",""
"1010","6","DESC_DEC_JUD","Descrição Resumida dos Efeitos Tributários abrangidos pela Decisão Judicial proferida.","C","100","N","char","False",""
"1010","7","DT_SENT_JUD","Data da Sentença/Decisão Judicial","N","008*","N","date","False",""
"1011","2","REG_REF","Registro da escrituração que terá o detalhamento das contribuições sociais com exigibilidade suspensa (Blocos A, C, D, F e I, 1800)","C","004*","N","char","False",""
"1011","3","CHAVE_DOC","Chave do documento eletrônico","C","090","N","char","False",""
"1011","4","COD_PART","Código do participante (Campo 02 do Registro 0150)","C","060","N","char","False",""
"1011","5","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","N","char","False",""
"1011","6","DT_OPER","Data da Operação (ddmmaaaa)","N","008*","S","date","True",""
"1011","7","VL_OPER","Valor da Operação/Item","N","","S","float","True","02"
"1011","8","CST_PIS","Código da Situação Tributária conforme escrituração, referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"1011","9","VL_BC_PIS","Base de cálculo do PIS/PASEP, conforme escrituração","N","","N","float","False","04"
"1011","10","ALIQ_PIS","Alíquota do PIS/PASEP, conforme escrituração","N","008","N","float","False","04"
"1011","11","VL_PIS","Valor do PIS/PASEP, conforme escrituração","N","","N","float","False","02"
"1011","12","CST_COFINS","Código da Situação Tributária conforme escrituração, referente a COFINS, conforme a Tabela indicada no item 4.3.4.","N","002*","S","int","True",""
"1011","13","VL_BC_COFINS","Base de cálculo da COFINS, conforme escrituração","N","","N","float","False","04"
"1011","14","ALIQ_COFINS","Alíquota da COFINS, conforme escrituração","N","008","N","float","False","04"
"1011","15","VL_COFINS","Valor da COFINS, conforme escrituração","N","","N","float","False","02"
"1011","16","CST_PIS_SUSP","Código da Situação Tributária conforme decisão judicial, referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"1011","17","VL_BC_PIS_SUSP","Base de cálculo do PIS/PASEP, conforme decisão judicial","N","","N","float","False","04"
"1011","18","ALIQ_PIS_SUSP","Alíquota do PIS/PASEP, conforme decisão judicial","N","008","N","float","False","04"
"1011","19","VL_PIS_SUSP","Valor do PIS/PASEP, conforme decisão judicial","N","","N","float","False","02"
"1011","20","CST_COFINS_SUSP","Código da Situação Tributária conforme decisão judicial, referente a COFINS, conforme a Tabela indicada no item 4.3.4.","N","002*","S","int","True",""
"1020","2","NUM_PROC","Identificação do Processo Administrativo ou da Decisão Administrativa","C","020","S","char","True",""
"1020","3","IND_NAT_ACAO","Indicador da Natureza da Ação, decorrente de Processo Administrativo na Secretaria da Receita Federal do Brasil: 01 – Processo Administrativo de Consulta 02 – Despacho Decisório 03 – Ato Declaratório Executivo 04 – Ato Declaratório Interpretativo 05 – Decisão Administrativa de DRJ ou do CARF 06 – Auto de Infração 99 – Outros","C","002*","S","char","True",""
"1050","2","DT_REF","Data de referência do ajuste (ddmmaaaa)","N","008*","S","date","True",""
"1050","3","IND_AJ_BC","Indicador da natureza do ajuste da base de cálculo, conforme Tabela Externa 4.3.18","C","002*","S","char","True",""
"1050","4","CNPJ","CNPJ do estabelecimento a que se refere o ajuste","N","014*","S","int","True",""
"1050","5","VL_AJ_TOT","Valor total do ajuste","N","","S","float","True","02"
"1100","2","PER_APU_CRED","Período de Apuração do Crédito (MM/AAAA)","N","006","S","int","True",""
"1100","3","ORIG_CRED","Indicador da origem do crédito: 01 – Crédito decorrente de operações próprias; 02 – Crédito transferido por pessoa jurídica sucedida.","N","002*","S","int","True",""
"1100","4","CNPJ_SUC","CNPJ da pessoa jurídica cedente do crédito (se ORIG_CRED = 02).","N","014*","N","int","False",""
"1100","5","COD_CRED","Código do Tipo do Crédito, conforme Tabela 4.3.6.","N","003*","S","int","True",""
"1100","6","VL_CRED_APU","Valor total do crédito apurado na Escrituração Fiscal Digital (Registro M100) ou em demonstrativo DACON (Fichas 06A e 06B) de período anterior.","N","","S","float","True","02"
"1100","7","VL_CRED_EXT_APU","Valor de Crédito Extemporâneo Apurado (Registro 1101), referente a Período Anterior, Informado no Campo 02 – PER_APU_CRED","N","","N","float","False","02"
"1100","8","VL_TOT_CRED_APU","Valor Total do Crédito Apurado (06 + 07)","N","","S","float","True","02"
"1100","9","VL_CRED_DESC_PA_ANT","Valor do Crédito utilizado mediante Desconto, em Período(s) Anterior(es).","N","","S","float","True","02"
"1100","10","VL_CRED_PER_PA_ANT","Valor do Crédito utilizado mediante Pedido de Ressarcimento, em Período(s) Anterior(es).","N","","N","float","False","02"
"1100","11","VL_CRED_DCOMP_PA_ANT","Valor do Crédito utilizado mediante Declaração de Compensação Intermediária (Crédito de Exportação), em Período(s) Anterior(es).","N","","N","float","False","02"
"1100","12","SD_CRED_DISP_EFD","Saldo do Crédito Disponível para Utilização neste Período de Escrituração (08 – 09 – 10 - 11).","N","","S","float","True","02"
"1100","13","VL_CRED_DESC_EFD","Valor do Crédito descontado neste período de escrituração.","N","","N","float","False","02"
"1100","14","VL_CRED_PER_EFD","Valor do Crédito objeto de Pedido de Ressarcimento (PER) neste período de escrituração.","N","","N","float","False","02"
"1100","15","VL_CRED_DCOMP_EFD","Valor do Crédito utilizado mediante Declaração de Compensação Intermediária neste período de escrituração.","N","","N","float","False","02"
"1100","16","VL_CRED_TRANS","Valor do crédito transferido em evento de cisão, fusão ou incorporação.","N","","N","float","False","02"
"1100","17","VL_CRED_OUT","Valor do crédito utilizado por outras formas.","N","","N","float","False","02"
"1100","18","SLD_CRED_FIM","Saldo de créditos a utilizar em período de apuração futuro (12 – 13 – 14 – 15 – 16 - 17).","N","","N","float","False","02"
"1101","2","COD_PART","Código do participante (Campo 02 do Registro 0150)","C","060","N","char","False",""
"1101","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","N","char","False",""
"1101","4","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1.","C","002*","N","char","False",""
"1101","5","SER","Série do documento fiscal","C","004","N","char","False",""
"1101","6","SUB_SER","Subsérie do documento fiscal","C","003","N","char","False",""
"1101","7","NUM_DOC","Número do documento fiscal","N","009","N","int","False",""
"1101","8","DT_OPER","Data da Operação (ddmmaaaa)","N","008*","S","date","True",""
"1101","9","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","N","int","False",""
"1101","10","VL_OPER","Valor da Operação","N","","S","float","True","02"
"1101","11","CFOP","Código fiscal de operação e prestação","N","004*","N","int","False",""
"1101","12","NAT_BC_CRED","Código da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7.","C","002*","S","char","True",""
"1101","13","IND_ORIG_CRED","Indicador da origem do crédito: 0 – Operação no Mercado Interno 1 – Operação de Importação","C","001*","S","char","True",""
"1101","14","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"1101","15","VL_BC_PIS","Base de Cálculo do Crédito de PIS/PASEP (em valor ou em quantidade).","N","","S","float","True","03"
"1101","16","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual ou em reais).","N","","S","float","True","04"
"1101","17","VL_PIS","Valor do Crédito de PIS/PASEP.","N","","S","float","True","02"
"1101","18","COD_CTA","Código da conta analítica contábil debitada/creditada.","C","255","N","char","False",""
"1101","19","COD_CCUS","Código do Centro de Custos.","C","255","N","char","False",""
"1101","20","DESC_COMPL","Descrição complementar do Documento/Operação.","C","","N","char","False",""
"1102","2","VL_CRED_PIS_TRIB_MI","Parcela do Crédito de PIS/PASEP, vinculada a Receita Tributada no Mercado Interno","N","","N","float","False","02"
"1102","3","VL_CRED_PIS_NT_MI","Parcela do Crédito de PIS/PASEP, vinculada a Receita Não Tributada no Mercado Interno","N","","N","float","False","02"
"1102","4","VL_CRED_PIS_EXP","Parcela do Crédito de PIS/PASEP, vinculada a Receita de Exportação","N","","N","float","False","02"
"1200","2","PER_APUR_ANT","Período de Apuração da Contribuição Social Extemporânea (MMAAAA).","N","006*","S","int","True",""
"1200","3","NAT_CONT_REC","Natureza da Contribuição a Recolher, conforme Tabela 4.3.5.","C","002","S","char","True",""
"1200","4","VL_CONT_APUR","Valor da Contribuição Apurada.","N","","S","float","True","02"
"1200","5","VL_CRED_PIS_DESC","Valor do Crédito de PIS/PASEP a Descontar, da Contribuição Social Extemporânea.","N","","S","float","True","02"
"1200","6","VL_CONT_DEV","Valor da Contribuição Social Extemporânea Devida.","N","","S","float","True","02"
"1200","7","VL_OUT_DED","Valor de Outras Deduções.","N","","S","float","True","02"
"1200","8","VL_CONT_EXT","Valor da Contribuição Social Extemporânea a pagar.","N","","S","float","True","02"
"1200","9","VL_MUL","Valor da Multa.","N","","N","float","False","02"
"1200","10","VL_JUR","Valor dos Juros.","N","","N","float","False","02"
"1200","11","DT_RECOL","Data do Recolhimento.","N","008*","N","date","False",""
"1210","2","CNPJ","Número de inscrição do estabelecimento no CNPJ (Campo 04 do Registro 0140).","N","014*","S","int","True",""
"1210","3","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"1210","4","COD_PART","Código do participante (Campo 02 do Registro 0150)","C","060","N","char","False",""
"1210","5","DT_OPER","Data da Operação (ddmmaaaa)","N","008*","S","date","True",""
"1210","6","VL_OPER","Valor da Operação","N","","S","float","True","02"
"1210","7","VL_BC_PIS","Base de cálculo do PIS/PASEP (em valor ou em quantidade)","N","","S","float","True","03"
"1210","8","ALIQ_PIS","Alíquota da PIS (em percentual ou em reais)","N","","S","float","True","04"
"1210","9","VL_PIS","Valor do PIS/PASEP","N","","S","float","True","02"
"1210","10","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"1210","11","DESC_COMPL","Descrição complementar do Documento/Operação","C","","N","char","False",""
"1220","2","PER_APU_CRED","Período de Apuração do Crédito (MM/AAAA)","N","006","S","int","True",""
"1220","3","ORIG_CRED","Indicador da origem do crédito: 01 – Crédito decorrente de operações próprias; 02 – Crédito transferido por pessoa jurídica sucedida.","N","002*","S","int","True",""
"1220","4","COD_CRED","Código do Tipo do Crédito, conforme Tabela 4.3.6.","N","003*","S","int","True",""
"1220","5","VL_CRED","Valor do Crédito a Descontar","N","","S","float","True","002"
"1300","2","IND_NAT_RET","Indicador de Natureza da Retenção na Fonte até 2013: 01 - Retenção por Órgãos, Autarquias e Fundações Federais 02 - Retenção por outras Entidades da Administração Pública Federal 03 - Retenção por Pessoas Jurídicas de Direito Privado 04 - Recolhimento por Sociedade Cooperativa 05 - Retenção por Fabricante de Máquinas e Veículos 99 - Outras Retenções","N","002*","S","int","True",""
"1300","3","PR_REC_RET","Período do Recebimento e da Retenção (MM/AAAA)","N","006","S","int","True",""
"1300","4","VL_RET_APU","Valor Total da Retenção","N","","S","float","True","02"
"1300","5","VL_RET_DED","Valor da Retenção deduzida da Contribuição devida no período da escrituração e em períodos anteriores.","N","","S","float","True","02"
"1300","6","VL_RET_PER","Valor da Retenção utilizada mediante Pedido de Restituição.","N","","S","float","True","02"
"1300","7","VL_RET_DCOMP","Valor da Retenção utilizada mediante Declaração de Compensação.","N","","S","float","True","02"
"1300","8","SLD_RET","Saldo de Retenção a utilizar em períodos de apuração futuros (04 – 05 - 06 - 07).","N","","S","float","True","02"
"1500","2","PER_APU_CRED","Período de Apuração do Crédito (MM/AAAA)","N","006","S","int","True",""
"1500","3","ORIG_CRED","Indicador da origem do crédito: 01 – Crédito decorrente de operações próprias; 02 – Crédito transferido por pessoa jurídica sucedida.","N","002*","S","int","True",""
"1500","4","CNPJ_SUC","CNPJ da pessoa jurídica cedente do crédito (se ORIG_CRED = 02).","N","014*","N","int","False",""
"1500","5","COD_CRED","Código do Tipo do Crédito, conforme Tabela 4.3.6.","N","003*","S","int","True",""
"1500","6","VL_CRED_APU","Valor Total do crédito apurado na Escrituração Fiscal Digital (Registro M500) ou em demonstrativo DACON (Fichas 16A e 16B) de período anterior.","N","","S","float","True","02"
"1501","2","COD_PART","Código do participante (Campo 02 do Registro 0150)","C","060","N","char","False",""
"1501","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","N","char","False",""
"1501","4","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1.","C","002*","N","char","False",""
"1501","5","SER","Série do documento fiscal","C","004","N","char","False",""
"1501","6","SUB_SER","Subsérie do documento fiscal","C","003","N","char","False",""
"1501","7","NUM_DOC","Número do documento fiscal","N","009","N","int","False",""
"1501","8","DT_OPER","Data da Operação (ddmmaaaa)","N","008*","S","date","True",""
"1501","9","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","N","int","False",""
"1501","10","VL_OPER","Valor da Operação","N","","S","float","True","02"
"1501","11","CFOP","Código fiscal de operação e prestação","N","004*","N","int","False",""
"1502","2","VL_CRED_COFINS_TRIB_MI","Parcela do Crédito de COFINS, vinculada a Receita Tributada no Mercado Interno","N","","N","float","False","02"
"1502","3","VL_CRED_COFINS_NT_MI","Parcela do Crédito de COFINS, vinculada a Receita Não Tributada no Mercado Interno","N","","N","float","False","02"
"1502","4","EXP","Parcela do Crédito de COFINS, vinculada a Receita de Exportação","N","","N","float","False","02"
"1600","2","PER_APUR_ANT","Período de Apuração da Contribuição Social Extemporânea (MMAAAA)","N","006*","S","int","True",""
"1600","3","NAT_CONT_REC","Natureza da Contribuição a Recolher, conforme Tabela 4.3.5.","C","002","S","char","True",""
"1600","4","VL_CONT_APUR","Valor da Contribuição Apurada","N","","S","float","True","02"
"1600","5","VL_CRED_COFINS_DESC","Valor do Crédito de COFINS a Descontar, da Contribuição Social Extemporânea.","N","","S","float","True","02"
"1600","6","VL_CONT_DEV","Valor da Contribuição Social Extemporânea Devida.","N","","S","float","True","02"
"1600","7","VL_OUT_DED","Valor de Outras Deduções.","N","","S","float","True","02"
"1600","8","VL_CONT_EXT","Valor da Contribuição Social Extemporânea a pagar.","N","","S","float","True","02"
"1600","9","VL_MUL","Valor da Multa.","N","","N","float","False","02"
"1600","10","VL_JUR","Valor dos Juros.","N","","N","float","False","02"
"1600","11","DT_RECOL","Data do Recolhimento.","N","008*","N","date","False",""
"1610","2","CNPJ","Número de inscrição do estabelecimento no CNPJ (Campo 04 do Registro 0140).","N","014 *","S","int","True",""
"1610","3","CST_COFINS","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4.","N","002 *","S","int","True",""
"1610","4","COD_PART","Código do participante (Campo 02 do Registro 0150)","C","060","N","char","False",""
"1610","5","DT_OPER","Data da Operação (ddmmaaaa)","N","008 *","S","date","True",""
"1610","6","VL_OPER","Valor da Operação","N","","S","float","True","02"
"1610","7","VL_BC_COFINS","Base de cálculo da COFINS (em valor ou em quantidade)","N","","S","float","True","03"
"1610","8","ALIQ_COFINS","Alíquota da COFINS (em percentual ou em reais)","N","","S","float","True","04"
"1610","9","VL_COFINS","Valor da COFINS","N","","S","float","True","02"
"1610","10","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"1610","11","DESC_COMPL","Descrição complementar do Documento/Operação","C","","N","char","False",""
"1620","2","PER_APU_CRED","Período de Apuração do Crédito (MM/AAAA)","N","006","S","int","True",""
"1620","3","ORIG_CRED","Indicador da origem do crédito: 01 – Crédito decorrente de operações próprias; 02 – Crédito transferido por pessoa jurídica sucedida.","N","002*","S","int","True",""
"1620","4","COD_CRED","Código do Tipo do Crédito, conforme Tabela 4.3.6.","N","003*","S","int","True",""
"1620","5","VL_CRED","Valor do Crédito a Descontar","N","","S","float","True","002"
"1700","2","IND_NAT_RET","Indicador de Natureza da Retenção na Fonte até 2013: 01 - Retenção por Órgãos, Autarquias e Fundações Federais 02 - Retenção por outras Entidades da Administração Pública Federal 03 - Retenção por Pessoas Jurídicas de Direito Privado 04 - Recolhimento por Sociedade Cooperativa 05 - Retenção por Fabricante de Máquinas e Veículos 99 - Outras Retenções","N","002*","S","int","True",""
"1700","3","PR_REC_RET","Período do Recebimento e da Retenção (MM/AAAA)","N","006*","S","int","True",""
"1700","4","VL_RET_APU","Valor Total da Retenção","N","","S","float","True","02"
"1700","5","VL_RET_DED","Valor da Retenção deduzida da Contribuição devida no período da escrituração e em períodos anteriores","N","","S","float","True","02"
"1700","6","VL_RET_PER","Valor da Retenção utilizada mediante Pedido de Restituição.","N","","S","float","True","02"
"1800","2","INC_IMOB","Empreendimento objeto de Incorporação Imobiliária, optante pelo RET.","C","090","S","char","True",""
"1800","3","ET","Receitas recebidas pela incorporadora na venda das unidades imobiliárias que compõem a incorporação.","N","","S","float","True","02"
"1809","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"1809","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"1900","2","CNPJ","CNPJ do estabelecimento da pessoa jurídica, emitente dos documentos geradores de receita","N","014*","S","int","True",""
"1900","3","COD_MOD","Código do modelo do documento fiscal conforme a Tabela 4.1.1, ou: 98 – Nota Fiscal de Prestação de Serviços (ISSQN) 99 – Outros Documentos","C","002*","S","char","True",""
"1900","4","SER","Série do documento fiscal","C","004","N","char","False",""
"1900","5","SUB_SER","Subserie do documento fiscal","N","020","N","int","False",""
"1900","6","COD_SIT","Código da situação do documento fiscal: 00 – Documento regular 02 – Documento cancelado","N","02*","N","int","False",""
"1900","7","VL_TOT_REC","Valor total da receita, conforme os documentos emitidos no período, representativos da venda de bens e serviços","N","","S","float","True","02"
"1990","2","QTD_LIN_1","Quantidade total de linhas do Bloco 1","N","","S","int","True",""
"9001","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001*","S","int","True",""
"9990","2","QTD_LIN_9","Quantidade total de linhas do Bloco 9.","N","","S","int","True",""
"9999","2","QTD_LIN","Quantidade total de linhas do arquivo digital.","N","","S","int","True",""
