"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","decimal","spec_type","spec_required","spec_in","spec_out","desc"
"C170","34","QUANT_BC_COFINS","float","","","","","True","True","","03","N","","OC","OC","Quantidade – Base de cálculo COFINS"
"C170","35","ALIQ_COFINS","float","","","","","True","True","","04","N","","OC","OC","Alíquota da COFINS (em reais)"
"C170","36","VL_COFINS","float","","","","","True","True","","02","N","","OC","OC","Valor da COFINS"
"C170","37","COD_CTA","char","","","","","True","True","","","C","","OC","OC","Código da conta analítica contábil debitada/creditada"
"C171","2","NUM_TANQUE","char","","True","","","","","003","","C","","O","","Tanque onde foi armazenado o combustível"
"C171","3","QTDE","float","","True","","","","","","03","N","","O","","Quantidade ou volume armazenado"
"C172","2","VL_BC_ISSQN","float","","","True","","","","","02","N","","","O","Valor da base de cálculo do ISSQN"
"C172","3","ALIQ_ISSQN","float","","","True","","","","006","02","N","","","O","Alíquota do ISSQN"
"C172","4","VL_ISSQN","float","","","True","","","","","02","N","","","O","Valor do ISSQN"
"C173","2","LOTE_MED","char","","True","True","","","","","","C","","O","O","Número do lote de fabricação do medicamento"
"C173","3","QTD_ITEM","float","","True","True","","","","","003","N","","O","O","Quantidade de item por lote"
"C173","4","DT_FAB","date","","True","True","","","","008*","","N","","O","O","Data de fabricação do medicamento"
"C173","5","DT_VAL","date","","True","True","","","","008*","","N","","O","O","Data de expiração da validade do medicamento"
"C173","6","IND_MED","char","","True","True","","","","001*","","C","","O","O","Indicador de tipo de referência da base de cálculo do ICMS (ST) do produto farmacêutico: 0- Base de cálculo referente ao preço tabelado ou preço máximo sugerido; 1- Base cálculo – Margem de valor agregado; 2- Base de cálculo referente à Lista Negativa; 3- Base de cálculo referente à Lista Positiva; 4- Base de cálculo referente à Lista Neutra"
"C173","7","TP_PROD","char","","True","True","","","","1*","","C","","O","O","Tipo de produto: 0- Similar; 1- Genérico; 2- Ético ou de marca;"
"C173","8","VL_TAB_MAX","float","","True","True","","","","","02","N","","O","O","Valor do preço tabelado ou valor do preço máximo"
"C174","2","IND_ARM","char","","","True","","","","001*","","C","","","O","Indicador do tipo da arma de fogo: 0- Uso permitido; 1- Uso restrito"
"C174","3","NUM_ARM","char","","","True","","","","","","C","","","O","Numeração de série de fabricação da arma"
"C174","4","DESCR_COMPL","char","","","True","","","","","","C","","","O","Descrição da arma, compreendendo: número do cano, calibre, marca, capacidade de cartuchos, tipo de funcionamento, quantidade de canos, comprimento, tipo de alma, quantidade e sentido das raias e demais elementos que permitam sua perfeita identificação"
"C175","2","IND_VEIC_OPER","char","","True","True","","","","001*","","C","","O","O","Indicador do tipo de operação com veículo: 0- Venda para concessionária; 1- Faturamento direto; 2- Venda direta; 3- Venda da concessionária; 9- Outros"
"C175","3","CNPJ","int","","","","","True","True","014*","","N","","OC","OC","CNPJ da Concessionária"
"C175","4","UF","char","","","","","True","True","002*","","C","","OC","OC","Sigla da unidade da federação da Concessionária"
"C175","5","CHASSI_VEIC","char","","True","True","","","","017","","C","","O","O","Chassi do veículo"
"C176","2","COD_MOD_ULT_E","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal relativa a última entrada"
"C176","3","NUM_DOC_ULT_E","int","","","True","","","","009","","N","","","O","Número do documento fiscal relativa a última entrada"
"C176","4","SER_ULT_E","char","","","","","","True","003","","C","","","OC","Série do documento fiscal relativa a última entrada"
"C176","5","DT_ULT_E","date","","","True","","","","008*","","N","","","O","Data relativa a última entrada da mercadoria"
"C176","6","COD_PART_ULT_E","char","","","True","","","","060","","C","","","O","Código do participante (do emitente do documento relativa a última entrada)"
"C176","7","QUANT_ULT_E","float","","","True","","","","","03","N","","","O","Quantidade do item relativa a última entrada"
"C176","8","VL_UNIT_ULT_E","float","","","True","","","","","03","N","","","O","Valor unitário da mercadoria constante na NF relativa a última entrada inclusive despesas acessórias."
"C176","9","VL_UNIT_BC_ST","float","","","True","","","","","03","N","","","O","Valor unitário da base de cálculo do imposto pago por substituição."
"C176","10","CHAVE_NFE_ULT_E","int","","","","","","True","044*","","N","","","OC","Número completo da chave da NFe relativo à última entrada"
"C176","11","NUM_ITEM_ULT_E","int","","","","","","True","003","","N","","","OC","Número sequencial do item na NF entrada que corresponde à mercadoria objeto de pedido de ressarcimento"
"C176","12","VL_UNIT_BC_ICMS_ULT_E","float","","","","","","True","","02","N","","","OC","Valor unitário da base de cálculo da operação própria do remetente sob o regime comum de tributação"
"C176","13","ALIQ_ICMS_ULT_E","float","","","","","","True","","02","N","","","OC","Alíquota do ICMS aplicável à última entrada da mercadoria"
"C176","14","VL_UNIT_LIMITE_BC_ICMS_ULT_E","float","","","","","","True","","02","N","","","OC","Valor unitário da base de cálculo do ICMS relativo à última entrada da mercadoria, limitado ao valor da BC da retenção (corresponde ao menor valor entre os campos VL_UNIT_BC_ST e VL_UNIT_BC_ICMS_ULT_E )"
"C176","15","VL_UNIT_ICMS_ULT_E","float","","","","","","True","","03","N","","","OC","Valor unitário do crédito de ICMS sobre operações próprias do remetente, relativo à última entrada da mercadoria, decorrente da quebra da ST – equivalente a multiplicação entre os campos 13 e 14"
"C176","16","ALIQ_ST_ULT_E","float","","","","","","True","","02","N","","","OC","Alíquota do ICMS ST relativa à última entrada da mercadoria"
"C176","17","VL_UNIT_RES","float","","","","","","True","","03","N","","","OC","Valor unitário do ressarcimento (parcial ou completo) de ICMS decorrente da quebra da ST"
"C176","18","COD_RESP_RET","int","","","","","","True","001*","","N","","","OC","Código que indica o responsável pela retenção do ICMS-ST: 1-Remetente Direto 2-Remetente Indireto 3-Próprio declarante"
"C176","19","COD_MOT_RES","int","","","","","","True","001*","","N","","","OC","Código do motivo do ressarcimento 1 – Venda para outra UF; 2 – Saída amparada por isenção ou não incidência; 3 – Perda ou deterioração; 4 – Furto ou roubo 9 - Outros"
"C176","20","CHAVE_NFE_RET","int","","","","","","True","044*","","N","","","OC","Número completo da chave da NF-e emitida pelo substituto, na qual consta o valor do ICMS-ST retido"
"C176","21","COD_PART_NFE_RET","char","","","","","","True","060","","C","","","OC","Código do participante do emitente da NF-e em que houve a retenção do ICMS-ST – campo 02 do registro 0150"
"C176","22","SER_NFE_RET","char","","","","","","True","003","","C","","","OC","Série da NF-e em que houve a retenção do ICMS- ST"
"C176","23","NUM_NFE_RET","int","","","","","","True","009","","N","","","OC","Número da NF-e em que houve a retenção do ICMS-ST"
"C176","24","ITEM_NFE_RET","int","","","","","","True","003","","N","","","OC","Número sequencial do item na NF-e em que houve a retenção do ICMS-ST, que corresponde à mercadoria objeto de pedido de ressarcimento"
"C176","25","COD_DA","char","","","","","","True","001*","","C","","","OC","Código do modelo do documento de arrecadação : 0 - documento estadual de arrecadação 1 – GNRE"
"C176","26","NUM_DA","char","","","","","","True","","","C","","","OC","Número do documento de arrecadação estadual, se houver"
"C177","2","COD_SELO_IPI","char","","","True","","","","006*","","C","","","O","Código do selo de controle do IPI, conforme Tabela 4.5.2"
"C177","3","QT_SELO_IPI","int","","","True","","","","012","","N","","","O","Quantidade de selo de controle do IPI aplicada"
"C178","2","CL_ENQ","char","","","True","","","","005","","C","","","O","Código da classe de enquadramento do IPI, conforme Tabela 4.5.1."
"C178","3","VL_UNID","float","","","True","","","","","02","N","","","O","Valor por unidade padrão de tributação"
"C178","4","QUANT_PAD","float","","","True","","","","","03","N","","","O","Quantidade total de produtos na unidade padrão de tributação"
"C179","2","BC_ST_ORIG_DEST","float","","","True","","","","","02","N","","","O","Valor da base de cálculo ST na origem/destino em operações interestaduais."
"C179","3","ICMS_ST_REP","float","","","True","","","","","02","N","","","O","Valor do ICMS-ST a repassar/deduzir em operações interestaduais"
"C179","4","ICMS_ST_COMPL","float","","","","","","True","","02","N","","","OC","Valor do ICMS-ST a complementar à UF de destino"
"C179","5","BC_RET","float","","","","","","True","","02","N","","","OC","Valor da BC de retenção em remessa promovida por Substituído intermediário"
"C179","6","ICMS_RET","float","","","","","","True","","02","N","","","OC","Valor da parcela do imposto retido em remessa promovida por substituído intermediário"
"C190","2","CST_ICMS","int","","True","True","","","","003*","","N","","O","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"C190","3","CFOP","int","","True","True","","","","004*","","N","","O","O","Código Fiscal de Operação e Prestação do agrupamento de itens"
"C190","4","ALIQ_ICMS","float","","","","","True","True","006","02","N","","OC","OC","Alíquota do ICMS"
"C190","5","VL_OPR","float","","True","True","","","","","02","N","","O","O","Valor da operação na combinação de CST_ICMS, CFOP e alíquota do ICMS, correspondente ao somatório do valor das mercadorias, despesas acessórias (frete, seguros e outras despesas acessórias), ICMS_ST e IPI."
"C190","6","VL_BC_ICMS","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C190","7","VL_ICMS","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C190","8","VL_BC_ICMS_ST","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" da substituição tributária referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C190","9","VL_ICMS_ST","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao valor creditado/debitado do ICMS da substituição tributária, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"C190","10","VL_RED_BC","float","","True","True","","","","","02","N","","O","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"C190","11","VL_IPI","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao ""Valor do IPI"" referente à combinação CST_ICMS, CFOP e alíquota do ICMS."
"C190","12","COD_OBS","char","","","","","True","True","006","","C","","OC","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C195","2","COD_OBS","char","","True","True","","","","006","","C","","O","O","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C195","3","TXT_COMPL","char","","","","","True","True","","","C","","OC","OC","Descrição complementar do código de observação."
"C197","2","COD_AJ","char","","True","True","","","","010*","","C","","O","O","Código do ajustes/benefício/incentivo, conforme tabela indicada no item 5.3."
"C197","3","DESCR_COMPL_AJ","char","","","","","True","True","","","C","","OC","OC","Descrição complementar do ajuste do documento fiscal"
